act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
SHOP,2024-06-30,Quarter,2045000000,1000000000,1045000000,804000000,241000000,-38000000,0,203000000,32000000,0,0,0,171000000,0,171000000,,,1299910000,0.18,0.13
SHOP,2024-09-30,Quarter,2162000000,1044000000,1118000000,835000000,283000000,577000000,0,860000000,32000000,0,0,0,828000000,0,828000000,,,1301600000,0.27,0.64
SHOP,2024-12-31,Quarter,2812000000,1460000000,1352000000,887000000,465000000,956000000,0,1421000000,128000000,0,0,0,1293000000,0,1293000000,,,1293000000,0.34,0.99
SHOP,2025-03-31,Quarter,2360000000,1191000000,1169000000,966000000,203000000,-973000000,0,-770000000,-88000000,0,0,0,-682000000,0,-682000000,,,1295380000,0.18,-0.53
SHOP,2025-06-30,Quarter,2680000000,1378000000,1302000000,1011000000,291000000,788000000,0,1079000000,173000000,0,0,0,906000000,0,906000000,,,1308990000,0.25,0.69
SHOP,2025-09-30,Quarter,2844000000,1453000000,1391000000,1048000000,343000000,-35000000,0,308000000,44000000,0,0,0,264000000,0,264000000,,,1312870000,0.27,0.20
SLB,2020-03-31,Quarter,7455000000,6624000000,831000000,300000000,531000000,-8484000000,136000000,-8089000000,-721000000,8000000,0,0,-7368000000,0,-7376000000,,,1387000000,0.25,-5.32
SLB,2020-06-30,Quarter,5356000000,4925000000,431000000,223000000,208000000,-3691000000,144000000,-3627000000,-199000000,6000000,0,0,-3428000000,0,-3434000000,,,1388000000,0.05,-2.47
SLB,2020-09-30,Quarter,5258000000,4624000000,634000000,222000000,412000000,-328000000,138000000,-54000000,19000000,9000000,0,0,-73000000,0,-82000000,,,1391000000,0.16,-0.06
SLB,2020-12-31,Quarter,5532000000,4827000000,705000000,200000000,505000000,8000000,145000000,472000000,89000000,9000000,0,0,383000000,0,374000000,,,1411000000,0.22,0.28
SLB,2021-03-31,Quarter,5223000000,4504000000,719000000,216000000,503000000,19000000,136000000,386000000,74000000,13000000,0,0,312000000,0,299000000,,,1419000000,0.21,0.21
SLB,2021-06-30,Quarter,5634000000,4768000000,866000000,204000000,662000000,16000000,136000000,542000000,99000000,12000000,0,0,443000000,0,431000000,,,1421000000,0.30,0.30
SLB,2021-09-30,Quarter,5847000000,4862000000,985000000,220000000,765000000,56000000,130000000,691000000,129000000,12000000,0,0,562000000,0,550000000,,,1424000000,0.36,0.39
SLB,2021-12-31,Quarter,6225000000,5137000000,1088000000,253000000,835000000,57000000,137000000,755000000,144000000,10000000,0,0,611000000,0,601000000,,,1430000000,0.41,0.42
SLB,2022-03-31,Quarter,5962000000,5013000000,949000000,238000000,711000000,50000000,123000000,638000000,118000000,10000000,0,0,520000000,0,510000000,,,1434000000,0.34,0.36
SLB,2022-06-30,Quarter,6773000000,5568000000,1205000000,240000000,965000000,311000000,124000000,1152000000,182000000,11000000,0,0,970000000,0,959000000,,,1436000000,0.50,0.67
SLB,2022-09-30,Quarter,7477000000,6042000000,1435000000,254000000,1181000000,75000000,122000000,1134000000,215000000,12000000,0,0,919000000,0,907000000,,,1439000000,0.63,0.63
SLB,2022-12-31,Quarter,7879000000,6307000000,1572000000,278000000,1294000000,174000000,121000000,1347000000,264000000,18000000,0,0,1083000000,0,1065000000,,,1442000000,0.71,0.73
SLB,2023-03-31,Quarter,7736000000,6285000000,1451000000,265000000,1186000000,92000000,117000000,1161000000,217000000,10000000,0,0,944000000,0,934000000,,,1446000000,0.63,0.65
SLB,2023-06-30,Quarter,8099000000,6502000000,1597000000,259000000,1338000000,82000000,127000000,1293000000,246000000,14000000,0,0,1047000000,0,1033000000,,,1442000000,0.72,0.72
SLB,2023-09-30,Quarter,8310000000,6592000000,1718000000,267000000,1451000000,73000000,129000000,1395000000,259000000,13000000,0,0,1136000000,0,1123000000,,,1442000000,0.78,0.78
SLB,2023-12-31,Quarter,8990000000,7193000000,1797000000,284000000,1513000000,95000000,130000000,1433000000,285000000,35000000,0,0,1148000000,0,1113000000,,,1446000000,0.86,0.76
SLB,2024-03-31,Quarter,8707000000,7007000000,1700000000,314000000,1386000000,84000000,113000000,1357000000,259000000,30000000,0,0,1098000000,0,1068000000,,,1447000000,0.75,0.74
SLB,2024-06-30,Quarter,9139000000,7262000000,1877000000,409000000,1468000000,85000000,132000000,1421000000,276000000,33000000,0,0,1145000000,0,1112000000,,,1443000000,0.85,0.77
SLB,2024-09-30,Quarter,9159000000,7237000000,1922000000,375000000,1547000000,96000000,136000000,1507000000,289000000,32000000,0,0,1218000000,0,1186000000,,,1432000000,0.89,0.83
SLB,2024-12-31,Quarter,9284000000,7323000000,1961000000,558000000,1403000000,115000000,131000000,1387000000,269000000,23000000,0,0,1118000000,0,1095000000,,,1420000000,0.92,0.77
SLB,2025-03-31,Quarter,8490000000,6884000000,1606000000,474000000,1132000000,78000000,147000000,1063000000,234000000,32000000,0,0,829000000,0,797000000,,,1380000000,0.72,0.58
SLB,2025-06-30,Quarter,8546000000,6934000000,1612000000,437000000,1175000000,252000000,142000000,1285000000,237000000,34000000,0,0,1048000000,0,1014000000,,,1366000000,0.74,0.74
SLB,2025-09-30,Quarter,8928000000,7370000000,1558000000,494000000,1064000000,78000000,142000000,1000000000,226000000,35000000,0,0,774000000,0,739000000,,,1488000000,0.69,0.50
SNAP,2020-03-31,Quarter,462480000,253410000,209070000,495430000,-286360000,-3800000,15110000,-305280000,660000,0,0,0,-305940000,0,-305940000,,,1426310000,-0.21,-0.21
SNAP,2020-06-30,Quarter,454160000,250450000,203700000,514310000,-310610000,8340000,24730000,-326990000,-1040000,0,0,0,-325950000,0,-325950000,,,1447020000,-0.22,-0.23
SNAP,2020-09-30,Quarter,678670000,293100000,385570000,553440000,-167870000,-2870000,28210000,-198940000,910000,0,0,0,-199850000,0,-199850000,,,1466420000,-0.14,-0.14
SNAP,2020-12-31,Quarter,911320000,385550000,525780000,623020000,-97240000,31440000,29180000,-94970000,18130000,0,0,0,-113100000,0,-113100000,,,1484280000,-0.07,-0.07
SNAP,2021-03-31,Quarter,769580000,412600000,356980000,660590000,-303610000,23200000,5030000,-285440000,1440000,0,0,0,-286880000,0,-286880000,,,1501640000,-0.19,-0.19
SNAP,2021-06-30,Quarter,982110000,445020000,537090000,729600000,-192510000,43530000,4560000,-153540000,-1880000,0,0,0,-151660000,0,-151660000,,,1547230000,-0.10,-0.10
SNAP,2021-09-30,Quarter,1067470000,443470000,624000000,804820000,-180820000,113890000,4030000,-70970000,990000,0,0,0,-71960000,0,-71960000,,,1580970000,-0.05,-0.05
SNAP,2021-12-31,Quarter,1297890000,449150000,848730000,873870000,-25140000,64760000,4050000,35580000,13030000,0,0,0,22550000,0,22550000,,,1668880000,0.01,0.03
SNAP,2022-03-31,Quarter,1062730000,420900000,641830000,913350000,-271520000,-74410000,5170000,-351110000,8510000,0,0,0,-359620000,0,-359620000,,,1619110000,-0.22,-0.22
SNAP,2022-06-30,Quarter,1110910000,446380000,664530000,1065480000,-400950000,-8580000,5550000,-415070000,7000000,0,0,0,-422070000,0,-422070000,,,1632140000,-0.22,-0.26
SNAP,2022-09-30,Quarter,1128480000,466760000,661720000,1096960000,-435240000,90410000,5430000,-350260000,9240000,0,0,0,-359500000,0,-359500000,,,1608520000,-0.11,-0.22
SNAP,2022-12-31,Quarter,1299740000,481310000,818420000,1106020000,-287600000,8660000,5310000,-284250000,4210000,0,0,0,-288460000,0,-288460000,,,1573880000,-0.08,-0.19
SNAP,2023-03-31,Quarter,988610000,439990000,548620000,913880000,-365260000,49320000,5890000,-321830000,6850000,0,0,0,-328670000,0,-328670000,,,1581370000,-0.19,-0.21
SNAP,2023-06-30,Quarter,1067670000,496870000,570790000,975130000,-404340000,44470000,5340000,-365220000,12090000,0,0,0,-377310000,0,-377310000,,,1603170000,-0.23,-0.24
SNAP,2023-09-30,Quarter,1188550000,555750000,632800000,1012860000,-380060000,23180000,5520000,-362410000,5850000,0,0,0,-368260000,0,-368260000,,,1625920000,-0.21,-0.23
SNAP,2023-12-31,Quarter,1361290000,621500000,739780000,988500000,-248720000,9020000,5280000,-244970000,3280000,0,0,0,-248250000,0,-248250000,,,1638710000,-0.12,-0.14
SNAP,2024-03-31,Quarter,1194770000,574750000,620020000,953260000,-333240000,39820000,4740000,-298160000,6930000,0,0,0,-305090000,0,-305090000,,,1647390000,-0.14,-0.19
SNAP,2024-06-30,Quarter,1236770000,588920000,647850000,901830000,-253980000,15670000,5110000,-243420000,5200000,0,0,0,-248620000,0,-248620000,,,1644740000,-0.13,-0.15
SNAP,2024-09-30,Quarter,1372570000,638910000,733670000,906880000,-173210000,34180000,5880000,-144920000,8330000,0,0,0,-153250000,0,-153250000,,,1663010000,-0.08,-0.09
SNAP,2024-12-31,Quarter,1557280000,671660000,885620000,912500000,-26880000,46950000,5810000,14260000,5160000,0,0,0,9100000,0,9100000,,,1717120000,0.01,0.01
SNAP,2025-03-31,Quarter,1363220000,639580000,723640000,917490000,-193850000,86090000,23400000,-131160000,8430000,0,0,0,-139590000,0,-139590000,,,1696350000,-0.08,-0.08
SNAP,2025-06-30,Quarter,1344930000,653330000,691600000,951280000,-259680000,32380000,27610000,-254910000,7660000,0,0,0,-262570000,0,-262570000,,,1674850000,-0.16,-0.16
SNAP,2025-09-30,Quarter,1506840000,674220000,832620000,960980000,-128360000,59830000,34490000,-103030000,510000,0,0,0,-103540000,0,-103540000,,,1696540000,-0.06,-0.06
SO,2020-03-31,Quarter,5018000000,2607000000,2411000000,1148000000,1263000000,179000000,456000000,986000000,145000000,-31000000,0,0,841000000,0,872000000,,,1057000000,0.78,0.81
SO,2020-06-30,Quarter,4620000000,2242000000,2378000000,1320000000,1058000000,166000000,444000000,626000000,5000000,5000000,0,0,621000000,0,616000000,,,1058000000,0.78,0.58
SO,2020-09-30,Quarter,5620000000,2592000000,3028000000,1193000000,1835000000,184000000,443000000,1576000000,293000000,28000000,0,0,1283000000,0,1255000000,,,1058000000,1.22,1.18
SO,2020-12-31,Quarter,5117000000,3037000000,2080000000,1351000000,729000000,57000000,478000000,308000000,-50000000,-33000000,0,0,358000000,0,391000000,,,1058000000,0.47,0.36
SO,2021-03-31,Quarter,5910000000,3092000000,2818000000,1220000000,1598000000,149000000,450000000,1297000000,190000000,-32000000,0,0,1107000000,0,1139000000,,,1060000000,0.98,1.06
SO,2021-06-30,Quarter,5198000000,2837000000,2361000000,1653000000,708000000,106000000,450000000,364000000,-12000000,0,0,0,376000000,0,376000000,,,1061000000,0.84,0.35
SO,2021-09-30,Quarter,6238000000,3168000000,3070000000,1347000000,1723000000,210000000,451000000,1482000000,372000000,5000000,0,0,1110000000,0,1105000000,,,1061000000,1.23,1.03
SO,2021-12-31,Quarter,5767000000,3955000000,1812000000,2143000000,-331000000,250000000,486000000,-567000000,-283000000,-72000000,0,0,-284000000,0,-212000000,,,1062000000,0.36,-0.20
SO,2022-03-31,Quarter,6648000000,4023000000,2625000000,1241000000,1384000000,242000000,462000000,1164000000,173000000,-45000000,0,0,991000000,0,1036000000,,,1063000000,0.97,0.97
SO,2022-06-30,Quarter,7206000000,4247000000,2959000000,1304000000,1655000000,226000000,488000000,1393000000,304000000,-22000000,0,0,1089000000,0,1111000000,,,1072000000,1.07,1.03
SO,2022-09-30,Quarter,8378000000,5001000000,3377000000,1184000000,2193000000,219000000,511000000,1901000000,414000000,12000000,0,0,1487000000,0,1475000000,,,1082000000,1.31,1.35
SO,2022-12-31,Quarter,7047000000,5187000000,1860000000,1722000000,138000000,188000000,561000000,-235000000,-96000000,-52000000,0,0,-139000000,0,-87000000,,,1090000000,0.26,-0.09
SO,2023-03-31,Quarter,6480000000,3799000000,2681000000,1463000000,1218000000,260000000,582000000,896000000,97000000,-63000000,0,0,799000000,0,862000000,,,1091000000,0.79,0.79
SO,2023-06-30,Quarter,5748000000,3006000000,2742000000,1452000000,1290000000,241000000,610000000,921000000,98000000,-15000000,0,0,823000000,0,838000000,,,1098000000,0.79,0.76
SO,2023-09-30,Quarter,6980000000,3226000000,3754000000,1644000000,2110000000,239000000,620000000,1729000000,297000000,10000000,0,0,1432000000,0,1422000000,,,1092000000,1.42,1.29
SO,2023-12-31,Quarter,6045000000,3514000000,2531000000,1323000000,1208000000,225000000,634000000,799000000,4000000,-59000000,0,0,795000000,0,854000000,,,1092000000,0.64,0.78
SO,2024-03-31,Quarter,6646000000,3402000000,3244000000,1541000000,1703000000,256000000,665000000,1294000000,223000000,-58000000,0,0,1071000000,0,1129000000,,,1094000000,1.03,1.03
SO,2024-06-30,Quarter,6463000000,2979000000,3484000000,1545000000,1939000000,233000000,694000000,1478000000,290000000,-15000000,0,0,1188000000,0,1203000000,,,1102000000,1.09,1.09
SO,2024-09-30,Quarter,7274000000,3321000000,3953000000,1585000000,2368000000,236000000,692000000,1912000000,377000000,0,0,0,1535000000,0,1535000000,,,1097000000,1.43,1.39
SO,2024-12-31,Quarter,6341000000,3680000000,2661000000,1603000000,1058000000,179000000,692000000,545000000,79000000,-68000000,0,0,466000000,0,534000000,,,1098000000,0.50,0.48
SO,2025-03-31,Quarter,7775000000,4034000000,3741000000,1731000000,2010000000,254000000,714000000,1550000000,280000000,-64000000,0,0,1270000000,0,1334000000,,,1100000000,1.23,1.21
SO,2025-06-30,Quarter,6973000000,3483000000,3490000000,1726000000,1764000000,252000000,874000000,1142000000,289000000,-27000000,0,0,853000000,0,880000000,,,1108000000,0.91,0.79
SO,2025-09-30,Quarter,7823000000,3519000000,4304000000,1710000000,2594000000,272000000,755000000,2111000000,404000000,-4000000,0,0,1707000000,0,1711000000,,,1102000000,1.60,1.54
SPG,2020-03-31,Quarter,1353360000,247600000,1105760000,450890000,654870000,-19050000,187630000,448190000,-5780000,66970000,51430000,0,505400000,0,438440000,,,306500000,1.43,1.43
SPG,2020-06-30,Quarter,1062040000,201920000,860120000,409250000,450870000,200000,197060000,254010000,-60000,35500000,36480000,0,290550000,0,255050000,,,305880000,0.83,0.83
SPG,2020-09-30,Quarter,1060670000,222520000,838160000,434140000,404020000,-1280000,201860000,200890000,2780000,21890000,-29460000,0,168650000,0,146760000,,,305910000,0.48,0.48
SPG,2020-12-31,Quarter,1131430000,215120000,916310000,454260000,462050000,490000,197850000,264690000,-1570000,40410000,46470000,0,312730000,0,272320000,,,363050000,0.86,0.85
SPG,2021-03-31,Quarter,1239950000,223990000,1015970000,411360000,604610000,-6160000,202020000,396440000,-5900000,63770000,108130000,0,510460000,0,446690000,,,328510000,1.36,1.36
SPG,2021-06-30,Quarter,1254150000,229800000,1024340000,419620000,604720000,20000,200420000,404330000,47000000,87780000,348550000,0,705870000,0,618090000,,,328590000,1.56,1.88
SPG,2021-09-30,Quarter,1296550000,247390000,1049170000,436840000,612330000,126290000,199770000,538840000,67260000,97880000,307070000,0,778650000,0,680770000,,,328620000,2.07,2.07
SPG,2021-12-31,Quarter,1326140000,269890000,1056250000,464710000,591540000,205440000,193500000,603460000,48830000,69650000,19100000,0,573730000,0,504080000,,,328620000,1.53,1.53
SPG,2022-03-31,Quarter,1295920000,237660000,1058260000,437870000,620390000,-29540000,185160000,405690000,-1440000,60850000,81180000,0,488310000,0,427460000,,,328610000,1.30,1.30
SPG,2022-06-30,Quarter,1279840000,244450000,1035400000,408630000,626770000,-35690000,187320000,403750000,24350000,71900000,190070000,0,569480000,0,497580000,,,328450000,1.51,1.51
SPG,2022-09-30,Quarter,1315790000,252430000,1063360000,411160000,652200000,-14560000,187880000,449760000,8260000,81980000,180350000,0,621850000,0,539870000,,,327290000,1.65,1.65
SPG,2022-12-31,Quarter,1399900000,266420000,1133480000,449270000,684210000,145420000,200900000,628720000,52350000,98130000,196370000,0,772750000,0,674620000,,,326950000,2.06,2.06
SPG,2023-03-31,Quarter,1350850000,245080000,1105770000,443050000,662720000,20610000,199430000,483900000,-13450000,66590000,21900000,0,519260000,0,452660000,,,327410000,1.38,1.38
SPG,2023-06-30,Quarter,1369600000,253100000,1116500000,458570000,657930000,1260000,218090000,441100000,10490000,70330000,90460000,0,521070000,36440000,487180000,,,374420000,1.49,1.49
SPG,2023-09-30,Quarter,1410950000,274660000,1136290000,442060000,694230000,146480000,212210000,628500000,43220000,85790000,95480000,0,680760000,0,594970000,,,327160000,1.82,1.82
SPG,2023-12-31,Quarter,1527440000,255540000,1271900000,479760000,792140000,159230000,224920000,726450000,41620000,111180000,174670000,0,859500000,0,748310000,,,325930000,2.29,2.29
SPG,2024-03-31,Quarter,1442590000,261050000,1181540000,446360000,735180000,407580000,230620000,912130000,47600000,108620000,-34340000,0,830190000,10970000,732540000,,,374760000,2.25,2.25
SPG,2024-06-30,Quarter,1458270000,252460000,1205810000,451710000,754100000,-580000,221340000,532180000,4960000,75140000,42210000,0,569440000,0,494300000,,,326040000,1.51,1.51
SPG,2024-09-30,Quarter,1480710000,258130000,1222580000,454810000,767770000,-50570000,226420000,490770000,2610000,70680000,58500000,0,546670000,0,476000000,,,326160000,1.46,1.46
SPG,2024-12-31,Quarter,1582230000,271770000,1310460000,474710000,835750000,1540000,227410000,609870000,-31910000,103690000,140950000,0,782730000,0,668070000,,,326280000,2.04,2.04
SPG,2025-03-31,Quarter,1473010000,274420000,1198600000,470980000,727620000,-60760000,227000000,439860000,-7640000,63330000,30360000,0,477860000,0,414530000,,,377050000,1.27,1.27
SPG,2025-06-30,Quarter,1498460000,271370000,1227090000,482900000,744190000,44440000,232720000,555910000,35110000,86710000,122880000,0,643680000,0,556970000,,,377200000,1.70,1.70
SPG,2025-09-30,Quarter,1601570000,290810000,1310770000,497850000,812920000,3770000,242790000,573890000,15110000,95690000,143920000,0,702700000,0,607010000,,,326490000,1.86,1.86
SQ,2020-03-31,Quarter,1381110000,842610000,538500000,628790000,-90290000,-5860000,9210000,-105360000,540000,0,0,0,-105890000,0,-105890000,,,434940000,-0.19,-0.24
SQ,2020-06-30,Quarter,1923630000,1326860000,596760000,619830000,-23070000,25590000,14770000,-12230000,-750000,0,0,0,-11480000,0,-11480000,,,440120000,-0.02,-0.03
SQ,2020-09-30,Quarter,3033870000,2239420000,794460000,745110000,49350000,780000,14980000,35150000,-1370000,0,0,0,36520000,0,36520000,,,488070000,0.12,0.07
SQ,2020-12-31,Quarter,3158970000,2355280000,803690000,758510000,45180000,271210000,17990000,298410000,4450000,0,0,0,293960000,0,293960000,,,502240000,0.09,0.64
SQ,2021-03-31,Quarter,5057270000,4093770000,963500000,895760000,67740000,-27530000,250000,39960000,950000,0,0,0,39010000,0,39010000,,,501350000,0.19,0.08
SQ,2021-06-30,Quarter,4680670000,3539610000,1141060000,1016070000,124990000,75790000,6460000,194320000,-9360000,-340000,0,0,203680000,0,204020000,,,522580000,0.38,0.40
SQ,2021-09-30,Quarter,3844730000,2711510000,1133220000,1110220000,23000000,-12010000,13410000,-2420000,450000,-2960000,0,0,-2880000,0,80000,,,504120000,0.05,0.00
SQ,2021-12-31,Quarter,4078540000,2896490000,1182040000,1236660000,-54620000,-6780000,13000000,-74390000,6600000,-4160000,0,0,-80980000,0,-76830000,,,462560000,-0.11,-0.15
SQ,2022-03-31,Quarter,3960650000,2665690000,1294960000,1521750000,-226790000,33470000,15750000,-209070000,-1700000,-3160000,0,0,-207360000,0,-204200000,,,541440000,-0.26,-0.38
SQ,2022-06-30,Quarter,4404500000,2934850000,1469650000,1683430000,-213780000,18770000,12970000,-207970000,1300000,-1260000,0,0,-209280000,0,-208010000,,,581350000,-0.19,-0.36
SQ,2022-09-30,Quarter,4515540000,2948450000,1567090000,1615880000,-48790000,18800000,6040000,-36030000,-17290000,-4030000,0,0,-18740000,0,-14710000,,,592670000,0.01,-0.02
SQ,2022-12-31,Quarter,4650900000,2990710000,1660200000,1795380000,-135180000,24410000,1470000,-112250000,5380000,-3800000,0,0,-117620000,0,-113820000,,,622520000,-0.23,-0.17
SQ,2023-03-31,Quarter,4990130000,3275550000,1714580000,1720760000,-6180000,-18370000,-3160000,-21380000,-2060000,-2490000,0,0,-19330000,0,-16840000,,,602230000,0.06,-0.03
SQ,2023-06-30,Quarter,5534960000,3668860000,1866100000,1998210000,-132110000,-1380000,-3940000,-129540000,-3700000,-3340000,0,0,-125840000,0,-122510000,,,606690000,0.00,-0.20
SQ,2023-09-30,Quarter,5617490000,3719040000,1898450000,1908360000,-9910000,4260000,-21420000,15770000,49530000,-4810000,0,0,-33760000,0,-28950000,,,611280000,0.08,-0.05
SQ,2023-12-31,Quarter,5773040000,3747290000,2025750000,2156410000,-130660000,217960000,-18700000,106010000,-51790000,-20270000,0,0,157800000,0,178070000,,,629130000,0.03,0.30
SQ,2024-03-31,Quarter,5957130000,3862660000,2094470000,1844720000,249750000,237820000,-18750000,506310000,35490000,-1190000,0,0,470820000,0,472010000,,,637360000,0.47,0.74
SQ,2024-06-30,Quarter,6155560000,3922080000,2233480000,1926910000,306570000,-59530000,-1870000,248900000,59030000,-5400000,0,0,189870000,0,195270000,,,634220000,0.52,0.31
SQ,2024-09-30,Quarter,5975800000,3726120000,2249690000,1926670000,323020000,14950000,13810000,324150000,43010000,-2620000,0,0,281140000,0,283750000,,,632760000,0.57,0.45
T,2020-03-31,Quarter,42779000000,19281000000,23498000000,16012000000,7486000000,797000000,2018000000,6265000000,1302000000,353000000,0,0,4963000000,0,4610000000,,,7214000000,0.84,0.63
T,2020-06-30,Quarter,40950000000,17983000000,22967000000,19435000000,3532000000,1007000000,2041000000,2498000000,935000000,282000000,0,0,1563000000,0,1281000000,,,7170000000,0.83,0.17
T,2020-09-30,Quarter,42340000000,19839000000,22501000000,16369000000,6132000000,-226000000,1972000000,3934000000,766000000,352000000,0,0,3168000000,0,2816000000,,,7173000000,0.76,0.39
T,2020-12-31,Quarter,45691000000,22817000000,22874000000,33619000000,-10745000000,-2914000000,1894000000,-15553000000,-2038000000,368000000,0,0,-13515000000,0,-13883000000,,,7176000000,0.75,-1.94
T,2021-03-31,Quarter,43939000000,21087000000,22852000000,15191000000,7661000000,4273000000,1870000000,10064000000,2122000000,392000000,0,0,7942000000,0,7550000000,,,7188000000,0.86,1.04
T,2021-06-30,Quarter,44045000000,21099000000,22946000000,19677000000,3269000000,1040000000,1684000000,2625000000,751000000,304000000,0,0,1874000000,0,1570000000,,,7200000000,0.89,0.21
T,2021-09-30,Quarter,39922000000,17826000000,22096000000,14987000000,7109000000,2370000000,1667000000,7812000000,1539000000,355000000,0,0,6273000000,0,5918000000,,,7202000000,0.87,0.82
T,2021-12-31,Quarter,40958000000,19795000000,21163000000,15855000000,5308000000,2801000000,1663000000,6446000000,1056000000,347000000,0,0,5390000000,0,5043000000,,,7204000000,0.78,0.69
T,2022-03-31,Quarter,38105000000,17557000000,20548000000,14907000000,5641000000,2688000000,1722000000,6607000000,1443000000,354000000,0,0,5164000000,0,4810000000,,,7556000000,0.77,0.65
T,2022-06-30,Quarter,29643000000,12341000000,17302000000,12346000000,4956000000,2806000000,1502000000,6260000000,1509000000,380000000,0,0,4751000000,-214000000,4157000000,,,7611000000,0.65,0.56
T,2022-09-30,Quarter,30043000000,12201000000,17842000000,11830000000,6012000000,2662000000,1420000000,7254000000,908000000,373000000,0,0,6346000000,53000000,6026000000,,,7647000000,0.68,0.80
T,2022-12-31,Quarter,22950000000,8749000000,14201000000,35397000000,-21196000000,-555000000,1464000000,-23215000000,-80000000,362000000,0,0,-23135000000,-20000000,-23517000000,,,7533000000,0.61,-3.14
T,2023-03-31,Quarter,30139000000,12331000000,17808000000,11806000000,6002000000,1473000000,1708000000,5767000000,1314000000,225000000,0,0,4453000000,0,4228000000,,,7474000000,0.60,0.57
T,2023-06-30,Quarter,29917000000,11827000000,18090000000,11684000000,6406000000,1367000000,1608000000,6165000000,1403000000,273000000,0,0,4762000000,0,4489000000,,,7180000000,0.63,0.61
T,2023-09-30,Quarter,30350000000,12054000000,18296000000,12514000000,5782000000,860000000,1662000000,4980000000,1154000000,331000000,0,0,3826000000,0,3495000000,,,7185000000,0.64,0.48
T,2023-12-31,Quarter,32022000000,13911000000,18111000000,12840000000,5271000000,-609000000,1726000000,2936000000,354000000,394000000,0,0,2582000000,0,2188000000,,,7191000000,0.54,0.31
T,2024-03-31,Quarter,30028000000,11954000000,18074000000,12227000000,5847000000,746000000,1724000000,4869000000,1118000000,306000000,0,0,3751000000,0,3445000000,,,7193000000,0.55,0.47
T,2024-06-30,Quarter,29797000000,11442000000,18355000000,12595000000,5760000000,1030000000,1699000000,5091000000,1142000000,352000000,0,0,3949000000,0,3597000000,,,7198000000,0.57,0.49
T,2024-09-30,Quarter,30213000000,11630000000,18583000000,16467000000,2116000000,989000000,1675000000,1430000000,1285000000,319000000,0,0,145000000,0,-174000000,,,7208000000,0.60,-0.03
T,2024-12-31,Quarter,32298000000,14195000000,18103000000,12777000000,5326000000,1643000000,1661000000,5308000000,900000000,328000000,0,0,4408000000,0,4080000000,,,7215000000,0.54,0.56
T,2025-03-31,Quarter,30626000000,12033000000,18593000000,12839000000,5754000000,1895000000,1658000000,5991000000,1299000000,341000000,0,0,4692000000,0,4351000000,,,7223000000,0.51,0.61
T,2025-06-30,Quarter,30847000000,12150000000,18697000000,12196000000,6501000000,1252000000,1655000000,6098000000,1237000000,361000000,0,0,4861000000,0,4500000000,,,7219000000,0.54,0.62
T,2025-09-30,Quarter,30709000000,11819000000,18890000000,12771000000,6119000000,6234000000,1700000000,10653000000,976000000,363000000,0,0,9677000000,0,9314000000,,,7169000000,0.54,1.29
TEAM,2020-03-31,Quarter,411580000,70660000,340930000,360850000,-19920000,-134500000,12440000,-166860000,-8030000,0,0,0,-158830000,0,-158830000,,,245500000,-0.07,-0.65
TEAM,2020-06-30,Quarter,430480000,70110000,360360000,363650000,-3290000,-379840000,12480000,-395610000,-10390000,0,0,0,-385220000,0,-385220000,,,246910000,-0.06,-1.55
TEAM,2020-09-30,Quarter,459510000,73680000,385820000,373900000,11920000,-23680000,12580000,-24320000,-2770000,0,0,0,-21550000,0,-21550000,,,248020000,0.05,-0.09
TEAM,2020-12-31,Quarter,501360000,79480000,421880000,394160000,27720000,-543640000,91450000,-607370000,14160000,0,0,0,-621530000,0,-621530000,,,249190000,0.05,-2.49
TEAM,2021-03-31,Quarter,568730000,84890000,483840000,414330000,69510000,152130000,10590000,211050000,51210000,0,0,0,159840000,0,159840000,,,255130000,0.09,0.63
TEAM,2021-06-30,Quarter,559540000,97970000,461570000,469100000,-7530000,-198390000,8100000,-214020000,-940000,0,0,0,-213070000,0,-213070000,,,251260000,-0.06,-0.84
TEAM,2021-09-30,Quarter,614020000,98020000,516010000,476360000,39650000,-424650000,7110000,-392120000,7980000,0,0,0,-400100000,0,-400100000,,,252110000,-0.01,-1.59
TEAM,2021-12-31,Quarter,688530000,115160000,573370000,640090000,-66720000,-240000,6080000,-73040000,4430000,0,0,0,-77470000,0,-77470000,,,252960000,-0.24,-0.31
TEAM,2022-03-31,Quarter,740490000,119370000,621120000,637250000,-16130000,-8400000,6020000,-30560000,530000,0,0,0,-31090000,0,-31090000,,,253720000,-0.10,-0.12
TEAM,2022-06-30,Quarter,759840000,133150000,626690000,689940000,-63250000,1010000,6610000,-68860000,36600000,0,0,0,-105460000,0,-105460000,,,254480000,-0.37,-0.40
TEAM,2022-09-30,Quarter,807390000,139390000,668000000,702030000,-34030000,34430000,6120000,-5720000,8030000,0,0,0,-13740000,0,-13740000,,,255170000,-0.16,-0.05
TEAM,2022-12-31,Quarter,872700000,155950000,716760000,816000000,-99240000,2210000,7510000,-104530000,100500000,0,0,0,-205030000,0,-205030000,,,255870000,-0.59,-0.80
